SOURCE,TARGET,TYPE,WEIGHT
0,0,undirected,1.0000000000000002
0,1,undirected,0.6455987847065622
0,2,undirected,0.7435991961263517
0,3,undirected,0.542931974955059
0,4,undirected,0.715849303013427
0,5,undirected,0.8191223466952119
0,6,undirected,0.6312873407984634
0,7,undirected,0.7624746835986713
0,8,undirected,0.6178845289510765
0,9,undirected,0.6210719996009805
0,10,undirected,0.8235511123337946
0,11,undirected,0.7681211806633685
0,12,undirected,0.6547406011379059
0,13,undirected,0.8616565344458819
0,14,undirected,0.5913358932458942
0,15,undirected,0.7144723276903787
0,16,undirected,0.6745721052604502
0,17,undirected,0.8403027529525388
0,18,undirected,0.5711387608772802
0,19,undirected,0.8748853469968435
0,20,undirected,0.602337805415944
0,21,undirected,0.5897570153994239
0,22,undirected,0.728451494393893
0,23,undirected,0.7201928764424022
0,24,undirected,0.6391238562748074
0,25,undirected,0.7245266519276465
0,26,undirected,0.642780472370901
0,27,undirected,0.9953410678285968
0,28,undirected,0.941344237612754
0,29,undirected,0.7155593067049634
0,30,undirected,0.4436291853493596
0,31,undirected,0.4981713482445498
0,32,undirected,0.7638978273610131
0,33,undirected,0.7134399854071108
1,1,undirected,1.0
1,2,undirected,0.9862862673346448
1,3,undirected,0.9634246050724616
1,4,undirected,0.984163125822786
1,5,undirected,0.9428279689604164
1,6,undirected,0.9643071217018636
1,7,undirected,0.9742376140799848
1,8,undirected,0.9924048211729104
1,9,undirected,0.9955572035923836
1,10,undirected,0.9367071263785436
1,11,undirected,0.9651979530211536
1,12,undirected,0.9984538266770544
1,13,undirected,0.9072713801495388
1,14,undirected,0.9674028632368696
1,15,undirected,0.9882931354829247
1,16,undirected,0.9635129389943816
1,17,undirected,0.9269494626815244
1,18,undirected,0.9823447639812642
1,19,undirected,0.8875434780211631
1,20,undirected,0.9832272073026552
1,21,undirected,0.980220783125844
1,22,undirected,0.9717106197879352
1,23,undirected,0.9863963297692484
1,24,undirected,0.9787850022076306
1,25,undirected,0.9795753983727415
1,26,undirected,0.998297699772573
1,27,undirected,0.6972305230729924
1,28,undirected,0.6432763546222403
1,29,undirected,0.9733827482681344
1,30,undirected,0.923965610441858
1,31,undirected,0.890108582553024
1,32,undirected,0.9834246662102998
1,33,undirected,0.993513590926302
2,2,undirected,1.0000000000000002
2,3,undirected,0.9315376972738484
2,4,undirected,0.9893346564127228
2,5,undirected,0.9797037631717456
2,6,undirected,0.956473908851888
2,7,undirected,0.9946236276959176
2,8,undirected,0.9755746241069642
2,9,undirected,0.9789687205098214
2,10,undirected,0.9764005246484232
2,11,undirected,0.9871700072057767
2,12,undirected,0.9897309644893716
2,13,undirected,0.9601338330329646
2,14,undirected,0.9471180186038066
2,15,undirected,0.9972076894826858
2,16,undirected,0.9691589577693948
2,17,undirected,0.9714620641951368
2,18,undirected,0.9533261150254522
2,19,undirected,0.9481159347151304
2,20,undirected,0.9634067758926754
2,21,undirected,0.9578037601333828
2,22,undirected,0.985362268401327
2,23,undirected,0.9961809767171764
2,24,undirected,0.9708873585260192
2,25,undirected,0.9916797543434134
2,26,undirected,0.985770105121607
2,27,undirected,0.791951017549377
2,28,undirected,0.750902040283386
2,29,undirected,0.9776656522435834
2,30,undirected,0.8781455681437706
2,31,undirected,0.8639286662221765
2,32,undirected,0.9988736469710912
2,33,undirected,0.9957229679070688
3,3,undirected,1.0000000000000002
3,4,undirected,0.9156302843212206
3,5,undirected,0.8534552361529075
3,6,undirected,0.9717192801177448
3,7,undirected,0.9028512184601828
3,8,undirected,0.984682999075309
3,9,undirected,0.977026227229121
3,10,undirected,0.8444933778447705
3,11,undirected,0.8852970557906066
3,12,undirected,0.9617175518042788
3,13,undirected,0.8080677306125755
3,14,undirected,0.9965088753161554
3,15,undirected,0.9411378832580698
3,16,undirected,0.9456608904405736
3,17,undirected,0.8333775176566346
3,18,undirected,0.9949652704564016
3,19,undirected,0.7857205976954771
3,20,undirected,0.9823488549612764
3,21,undirected,0.9923874253729026
3,22,undirected,0.952754646105527
3,23,undirected,0.9438101396654408
3,24,undirected,0.972958750468874
3,25,undirected,0.9395033272229474
3,26,undirected,0.9697531885141945
3,27,undirected,0.5875817607004039
3,28,undirected,0.5578283056038273
3,29,undirected,0.8915293694170254
3,30,undirected,0.97795837808134
3,31,undirected,0.938295797925286
3,32,undirected,0.9320830612094808
3,33,undirected,0.952892042546958
4,4,undirected,1.0
4,5,undirected,0.9804399376810132
4,6,undirected,0.919290543998086
4,7,undirected,0.9935864211327587
4,8,undirected,0.96704136410876
4,9,undirected,0.9657171553879288
4,10,undirected,0.976750242432746
4,11,undirected,0.9943511203393284
4,12,undirected,0.988520237783494
4,13,undirected,0.9539621679064636
4,14,undirected,0.9261417301569896
4,15,undirected,0.9824384702142616
4,16,undirected,0.9285337458166336
4,17,undirected,0.9694694540926764
4,18,undirected,0.9431471385910326
4,19,undirected,0.938876639567828
4,20,undirected,0.9428231455621464
4,21,undirected,0.9364699363582026
4,22,undirected,0.954083234366906
4,23,undirected,0.9765070571173934
4,24,undirected,0.9414519416658516
4,25,undirected,0.965525128300962
4,26,undirected,0.9826509001481518
4,27,undirected,0.7653365126010238
4,28,undirected,0.7240399246705378
4,29,undirected,0.9944567599692832
4,30,undirected,0.8603046260011639
4,31,undirected,0.8132544466989818
4,32,undirected,0.9878619004346532
4,33,undirected,0.9852371483509068
5,5,undirected,1.0000000000000002
5,6,undirected,0.8842572386223742
5,7,undirected,0.9927795162283009
5,8,undirected,0.9222012141201598
5,9,undirected,0.9209734313081448
5,10,undirected,0.9997011754495564
5,11,undirected,0.9952926415972262
5,12,undirected,0.9518975946813386
5,13,undirected,0.9934855810827272
5,14,undirected,0.8779096803574857
5,15,undirected,0.9666445057549424
5,16,undirected,0.9105248664710366
5,17,undirected,0.9987018020467464
5,18,undirected,0.88450939269761
5,19,undirected,0.9879466976955382
5,20,undirected,0.8932760365720813
5,21,undirected,0.8847736524018156
5,22,undirected,0.9453850277529718
5,23,undirected,0.9624318544574482
5,24,undirected,0.9061908719455384
5,25,undirected,0.9534934055811688
5,26,undirected,0.9411322718779404
5,27,undirected,0.8627478714193313
5,28,undirected,0.8369908931365353
5,29,undirected,0.9765015385506752
5,30,undirected,0.7775361581465292
5,31,undirected,0.7572330765467669
5,32,undirected,0.9811848346162744
5,33,undirected,0.9621492274259336
6,6,undirected,1.0000000000000002
6,7,undirected,0.9224366199160942
6,8,undirected,0.9714262348076144
6,9,undirected,0.9817745723320752
6,10,undirected,0.8785621688229845
6,11,undirected,0.9004986485367925
6,12,undirected,0.9616591514689816
6,13,undirected,0.8585770718518322
6,14,undirected,0.9771132129776324
6,15,undirected,0.9705245739566686
6,16,undirected,0.9897315053839816
6,17,undirected,0.8713826346590247
6,18,undirected,0.973623981940255
6,19,undirected,0.8410415174697199
6,20,undirected,0.9923645452851458
6,21,undirected,0.9903057006216412
6,22,undirected,0.9842065947042924
6,23,undirected,0.976044802810052
6,24,undirected,0.9974254802049076
6,25,undirected,0.9808771320542684
6,26,undirected,0.9686291970579468
6,27,undirected,0.6788978246461869
6,28,undirected,0.6214497387225412
6,29,undirected,0.8899365239435049
6,30,undirected,0.9518015145800396
6,31,undirected,0.9681487012115156
6,32,undirected,0.9553092599070734
6,33,undirected,0.9714551827493072
7,7,undirected,1.0000000000000002
7,8,undirected,0.9598266320623888
7,9,undirected,0.9588936620847132
7,10,undirected,0.9903493067370652
7,11,undirected,0.9976068374775204
7,12,undirected,0.980299695759801
7,13,undirected,0.9751638257173992
7,14,undirected,0.9216530922135948
7,15,undirected,0.9859253447405484
7,16,undirected,0.9423229851303464
7,17,undirected,0.9862699741324232
7,18,undirected,0.9297692697278646
7,19,undirected,0.9656621391159268
7,20,undirected,0.9341047098521744
7,21,undirected,0.928848070909756
7,22,undirected,0.9671174142508092
7,23,undirected,0.9828075359224224
7,24,undirected,0.942296062976942
7,25,undirected,0.974338590367032
7,26,undirected,0.9725023428673872
7,27,undirected,0.8103319109022463
7,28,undirected,0.7829099986908371
7,29,undirected,0.9882154813829914
7,30,undirected,0.8375294142706621
7,31,undirected,0.8098431166821557
7,32,undirected,0.9937737001820752
7,33,undirected,0.9836132056641996
8,8,undirected,1.0000000000000002
8,9,undirected,0.9952804677103846
8,10,undirected,0.91491743600325
8,11,undirected,0.946781950521818
8,12,undirected,0.9924284857748946
8,13,undirected,0.8825981968734578
8,14,undirected,0.9893455931357836
8,15,undirected,0.9779306956256124
8,16,undirected,0.9656011945199616
8,17,undirected,0.9054686943458136
8,18,undirected,0.9945856578080498
8,19,undirected,0.8640442994626554
8,20,undirected,0.9851385450889588
8,21,undirected,0.9907176206143944
8,22,undirected,0.974820835595628
8,23,undirected,0.9782708832184476
8,24,undirected,0.9813525224683448
8,25,undirected,0.971838644433362
8,26,undirected,0.9937216430507924
8,27,undirected,0.6670192358601074
8,28,undirected,0.636319195340323
8,29,undirected,0.9536452354826024
8,30,undirected,0.943807727003803
8,31,undirected,0.907257405199856
8,32,undirected,0.9737945819075136
8,33,undirected,0.984461690131468
9,9,undirected,1.0
9,10,undirected,0.9141705384781604
9,11,undirected,0.944107273800893
9,12,undirected,0.9928818847472056
9,13,undirected,0.8844962426449365
9,14,undirected,0.9807107124402752
9,15,undirected,0.9850713571021368
9,16,undirected,0.9783526033940017
9,17,undirected,0.9045969744835172
9,18,undirected,0.990538093572906
9,19,undirected,0.8648868549792795
9,20,undirected,0.9929436642018816
9,21,undirected,0.992839227571272
9,22,undirected,0.9784387810915752
9,23,undirected,0.9859389350679278
9,24,undirected,0.9905992846489888
9,25,undirected,0.9827306978271874
9,26,undirected,0.9950947675094148
9,27,undirected,0.6729155131222685
9,28,undirected,0.619982192730807
9,29,undirected,0.9509850408486992
9,30,undirected,0.9435726855400836
9,31,undirected,0.9244954812510622
9,32,undirected,0.9756554739487298
9,33,undirected,0.9894664337287808
10,10,undirected,1.0
10,11,undirected,0.993467814739732
10,12,undirected,0.9463979972219456
10,13,undirected,0.995560396764076
10,14,undirected,0.8697558596966652
10,15,undirected,0.9634960321502414
10,16,undirected,0.9057855926520946
10,17,undirected,0.9993483767339008
10,18,undirected,0.8759733284592185
10,19,undirected,0.9906098365260376
10,20,undirected,0.88682702011027
10,21,undirected,0.877133151882724
10,22,undirected,0.941836045628194
10,23,undirected,0.9590277681659276
10,24,undirected,0.900825977413644
10,25,undirected,0.9500437892951472
10,26,undirected,0.9350989283525818
10,27,undirected,0.8674353087782707
10,28,undirected,0.8428226794311979
10,29,undirected,0.9721567489114789
10,30,undirected,0.7674602728709263
10,31,undirected,0.7500165470080503
10,32,undirected,0.9778789529977228
10,33,undirected,0.9577803733191071
11,11,undirected,0.9999999999999998
11,12,undirected,0.972925081009273
11,13,undirected,0.978726721464138
11,14,undirected,0.903250738137327
11,15,undirected,0.9764800517746516
11,16,undirected,0.9189420903330504
11,17,undirected,0.9893186601062866
11,18,undirected,0.914823810565626
11,19,undirected,0.9688832112801904
11,20,undirected,0.9174215193550628
11,21,undirected,0.9104935970068428
11,22,undirected,0.9509772038980676
11,23,undirected,0.9709629459229568
11,24,undirected,0.923372352268138
11,25,undirected,0.960220360320373
11,26,undirected,0.9639419172217206
11,27,undirected,0.8153283107458648
11,28,undirected,0.7871935471264239
11,29,undirected,0.989921295506325
11,30,undirected,0.8180518405517975
11,31,undirected,0.7809458678193495
11,32,undirected,0.9870180331832996
11,33,undirected,0.9752013072608932
12,12,undirected,1.0000000000000002
12,13,undirected,0.9181786748536882
12,14,undirected,0.9672950676169092
12,15,undirected,0.9907137975360856
12,16,undirected,0.961024617628679
12,17,undirected,0.9371955030297948
12,18,undirected,0.9801965764218352
12,19,undirected,0.8999569851181732
12,20,undirected,0.9796417957550952
12,21,undirected,0.977389083310571
12,22,undirected,0.9740015046707102
12,23,undirected,0.9878661458789288
12,24,undirected,0.9764736554955132
12,25,undirected,0.980686096789484
12,26,undirected,0.9988757329071946
12,27,undirected,0.7068138678968698
12,28,undirected,0.6630285001214347
12,29,undirected,0.9760790098889712
12,30,undirected,0.9206109665468304
12,31,undirected,0.8841744300085932
12,32,undirected,0.986918260254001
12,33,undirected,0.9945967144995717
13,13,undirected,1.0
13,14,undirected,0.8380029472219126
13,15,undirected,0.9468403953496908
13,16,undirected,0.8903073087648083
13,17,undirected,0.9976489439583982
13,18,undirected,0.8400486671695581
13,19,undirected,0.998361634953822
13,20,undirected,0.8592930513088081
13,21,undirected,0.846579940396683
13,22,undirected,0.929179251835878
13,23,undirected,0.9433666485808764
13,24,undirected,0.8793293614514526
13,25,undirected,0.9364123893558232
13,26,undirected,0.905867404120633
13,27,undirected,0.9024065857394112
13,28,undirected,0.8765059365039582
13,29,undirected,0.9474459965022416
13,30,undirected,0.7263570459832055
13,31,undirected,0.7273472022299983
13,32,undirected,0.9632961975777384
13,33,undirected,0.9379993480660372
14,14,undirected,1.0
14,15,undirected,0.9533314643625532
14,16,undirected,0.9601438422534072
14,17,undirected,0.8609676188023271
14,18,undirected,0.9935832914102674
14,19,undirected,0.8195037804122588
14,20,undirected,0.981779914021742
14,21,undirected,0.9929595414137442
14,22,undirected,0.9689601108786784
14,23,undirected,0.9572380752558284
14,24,undirected,0.9786124320264804
14,25,undirected,0.9538698769809156
14,26,undirected,0.9727433672806576
14,27,undirected,0.6346638595486553
14,28,undirected,0.6130709527730152
14,29,undirected,0.9045661575827016
14,30,undirected,0.9624570341271576
14,31,undirected,0.9343493926153692
14,32,undirected,0.9482405203820664
14,33,undirected,0.9623372740468557
15,15,undirected,0.9999999999999998
15,16,undirected,0.9778077987055988
15,17,undirected,0.9574427583393496
15,18,undirected,0.9603252030162736
15,19,undirected,0.932721328159695
15,20,undirected,0.9760493768461214
15,21,undirected,0.968328608189324
15,22,undirected,0.9891396802958063
15,23,undirected,0.9991276761942904
15,24,undirected,0.9825487390073848
15,25,undirected,0.9961308613133372
15,26,undirected,0.9887705900012388
15,27,undirected,0.7660111040749349
15,28,undirected,0.7181135021617719
15,29,undirected,0.9654852514251868
15,30,undirected,0.8966242777599579
15,31,undirected,0.8910828223570532
15,32,undirected,0.994956986588597
15,33,undirected,0.9972612620874232
